abh_number ,b&f_number ,scientific_name ,vernacular_name ,family 
B49,1437a,Trachonitis cristella,,Nolidae
B52,1394,Udea alpinalis,,Nolidae
B54,1406,Herpetogramma centrostrigalis,,Nolidae
B55,1359a,Metaxmeste phrygialis,,Nolidae
B58,1686,Scopula decorata,Middle Lace Border,Nolidae
B59,1695,Scopula limboundata,Large Lace Border,Nolidae
B6,194,Thyridopteryx ephemeraeformis,,Nolidae
B60,1717,Lythria purpuraria,Purple-barred Yellow,Nolidae
B64,1783,Horisme aquata,Cumbrian Umber,Nolidae
B64,1829,Eupithecia cauchiata,Doubleday's Pug,Nolidae
B66,1886,Abraxas pantaria,Light Magpie,Nolidae
B67,1892,Macaria bicolorata,Dingy Angle,Nolidae
B69,1898,Hypagyrtis unipunctata,White Spot,Nolidae
B7,214,Cephitinea colongella,,Nolidae
B70,1900,Nematocampa resistaria,Bordered Chequer,Nolidae
B71,1916,Ennomos quercaria,Clouded August Thorn,Nolidae
B72,1953,Tephronia sepiaria,Dusky Carpet,Nolidae
B76,2486,Epizeuxis aemula,Waved Tabby,Nolidae
B77,2487,Epizeuxis lubricalis,Twin-striped Tabby,Nolidae
B78,2483,Schrankia intermedialis,Autumnal Snout,Nolidae
B8,197,Euplocamus anthracinalis,,Nolidae
B80,2458,Caenurgina crassiuscula,Double-barred,Nolidae
B81,2459,Mocis trifasciata,Triple-barred,Nolidae
B85,2446,Megalographa bimaculata,Double-spotted Spangle,Nolidae
B86,2417,Acontia nitidula,Brixton Beauty,Nolidae
B87,2282,Acronicta cuspis,Large Dagger,Nolidae
B89,2212,Cucullia argentea,Green Silver-spangled Shark,Nolidae
B9,269,Bucculatrix artemisiella,,Nolidae
B90,2215,Cucullia lactucae,Lettuce Shark,Nolidae
B91,2222,Shargacucullia prenanthis,False Water Betony,Nolidae
B92,2222a,Cucullia caninae,,Nolidae
B92,2222a,Shargacucullia caninae,,Nolidae
B94,2246,Valeria oleagina,Green-brindled Dot,Nolidae
B95,2406,Schinia rivulosa,Scarce Meal-moth,Nolidae
B95,2343b,Mesapamea remmi,Remm's Rustic,Nolidae
B97,2310,Eucarta amethystina,Cumberland Green,Nolidae
B99,2146,Lacinipolia renigera,Kidney-spotted Minor,Nolidae
55.0001,1486a,Telchines vialis,,Zygaenidae
56.001,1536,Parnassius apollo,Apollo,Papilionidae
56.002,1540,Iphiclides podalirius,Scarce Swallowtail,Papilionidae
57.003,1525a,Heteropterus morpheus,Large Chequered Skipper,Hesperiidae
57.0071,,Hylephilla phyleus,Fiery Skipper,Hesperiidae
58.004,1554,Euchloe simplonia,Dappled White,Pieridae
58.014,1547,Gonepteryx cleopatra,Cleopatra,Pieridae
59.025,1592,Vanessa virginiensis,American Painted Lady,Nymphalidae
59.018,1609,Argynnis pandora,Mediterranean Fritillary,Nymphalidae
59.032,1599,Araschnia levana,European Map,Nymphalidae
59.035,1611,Melitaea didyma,Spotted Fritillary,Nymphalidae
61.0081,,Cacyreus marshalli,Geranium Bronze,Lycaenidae
61.0131,,Glaucopsyche alexis,Green-underside Blue,Lycaenidae
59.006,1619,Erebia ligea,Arran Brown,Nymphalidae
68.0011,1643a,Saturnia pyri,Great Peacock Moth,Saturniidae
69.0041,1971,Agrius cingulata,Pink-spotted Hawk-moth,Sphingidae
69.0051,1974,Manduca quinquemaculatus,Five-spotted Hawk-moth,Sphingidae
69.0052,1975a,Manduca rustica,Rustic Sphinx,Sphingidae
69.0053,1975,Manduca sexta,Tomato Sphinx,Sphingidae
69.0061,1977,Sphinx drupiferarum,Wild Cherry Sphinx,Sphingidae
69.0141,1988,Hyles nicaea,Mediterranean Hawk-moth,Sphingidae
69.0142,1989,Hyles hippophaes,Seathorn Hawk-moth,Sphingidae
69.0151,1990a,Hyles lineata,White-lined Hawk-moth,Sphingidae
70.0042,1703,Idaea inquinata,Rusty Wave,Geometridae
70.0043,1700,Idaea laevigata,Strange Wave,Geometridae
70.0201,1685,Scopula virgulata,Streaked Wave,Geometridae
70.0581,1741a,Costaconvexa centrostrigaria,Traveller,Geometridae
70.1561,1853a,Eupithecia massiliata,Epping Pug,Geometridae
70.2361,1916a,Ennomos subsignaria,Elm Spanworm,Geometridae
70.2571,,Menophra japygiaria,Brassy Waved Umber,Geometridae
70.2841,,Pungelaria capreolaria,Banded Pine Carpet,Geometridae
70.3051,1671,Chlorochlamys chloroleucaria,Blackberry Looper,Geometridae
72.0011,2471,Anomis sabulifera,Angled Gem,Erebidae
72.0012,2471a,Dinumma deponens,Landguard Curved-ribbon,Erebidae
72.0071,2481,Plathypena scabra,Black Snout,Erebidae
,,,,
,,,,
72.0021,2475a,Orodesma apicina,,Erebidae
72.0272,2065,Pyrrharctia isabella,Isabelline Tiger,Erebidae
72.0273,2066,Halysidota moeschleri,,Erebidae
72.0281,2056a,Pericallia ricini,,Erebidae
72.0282,2069a,Hypercompe scribonia,Great Leopard,Erebidae
72.0341,2055,Utetheisa bella,Beautiful Utetheisa,Erebidae
72.0504,2496,Eudryas staejohannis,,Erebidae
72.0811,2457a,Achaea janata,Castor Semi-looper,Erebidae
72.0813,2465a,Diphthera festiva,,Erebidae
72.0814,2468,Synedoida grandirena,Great Kidney,Erebidae
72.0871,2455b,Pandesma robusta,Robust Tabby,Erebidae
72.0872,2457,Clytie illunaris,Trent Double-stripe,Erebidae
73.0211,2435a,Pseudoplusia includens,Soybean Looper,Noctuidae
73.0271,2416,Acontia aprica,Nun,Noctuidae
73.0321,2426,Charadra deridens,Marbled Tuffet,Noctuidae
73.0331,2427,Raphia frater,Brother,Noctuidae
73.0641,2234a,Copipanolis styracis,Fawn Sallow,Noctuidae
73.0771,2390,Condica capensis,African,Noctuidae
73.0891,2386b,Spodoptera eridania,Southern Arm Worm,Noctuidae
73.0892,2386a,Spodoptera litura,Asian Cotton Leaf Worm,Noctuidae
73.0911,2396a,Elaphria agrotina,Agrotina Midget,Noctuidae
73.2611,2146a,Lacinipolia laudabilis,,Noctuidae
73.3061,2179a,Xanthopastis timais,Spanish Moth,Noctuidae
73.3062,2180,Brithys crini,Kew Arches,Noctuidae
73.3141,2095,Feltia subgothica,Gothic Dart,Noctuidae
73.3271,2094a,Agrotis deprivata,,Noctuidae
