abh_number,plant_species,hostplant_category
3.001,Bracken Pteridium aquilinum,1
3.001,dandelions Taraxacum spp.,1
3.001, Broad-leaved Dock Rumex obtusifolius,1
3.001,grasses ,1
3.001,viper's-buglosses Echium spp.,1
3.002, Red Dead-nettle Lamium purpureum,1
3.002, White Dead-nettle Lamium album,1
3.002,docks Rumex spp.,1
3.002,geraniums Pelargonium spp.,1
3.002, Black Horehound Ballota nigra,1
3.002,grasses ,1
3.003, Red Fescue Festuca rubra,1
3.003,Bracken Pteridium aquilinum,1
3.004,mosses,1
3.004,Bracken Pteridium aquilinum,1
3.004,Bracken Pteridium aquilinum,1
3.004, Swan's-neck Thyme-moss Mnium hornum,1
3.005,burdocks Arctium spp.,1
3.005,dead-nettles Lamium spp.,1
3.005, Water Figwort Scrophularia auriculata,1
3.005,Hop Humulus lupulus,1
3.005,nettles Urtica spp.,1
3.005, Wild Strawberry Fragaria vesca,1
3.005,dandelions Taraxacum spp.,1
3.005,docks Rumex spp.,1
3.005, Black Horehound Ballota nigra,1
3.005,grasses ,1
50.001,Alder Alnus glutinosa,1
50.001,Apple Malus domestica,1
50.001,Ash Fraxinus excelsior,1
50.001,birches Betula spp.,1
50.001,Plum Prunus domestica,1
50.001, Sweet Chestnut Castanea sativa,1
50.001, English Elm Ulmus procera,1
50.001, Pedunculate Oak Quercus robur,1
50.001,Pear Pyrus communis,1
50.001,poplars Populus spp.,1
50.001,willows Salix spp.,1
50.002,Beech Fagus sylvatica,1
50.002,Blackthorn Prunus spinosa,1
50.002,cherries Prunus spp.,1
50.002, Black Currant Ribes nigrum,1
50.002,elms Ulmus spp.,1
50.002,Hawthorn Crataegus monogyna,1
50.002,Honeysuckle Lonicera periclymenum,1
50.002,Horse-chestnut Aesculus hippocastanum,1
50.002,Lilac Syringa vulgaris,1
50.002,Sycamore Acer pseudoplatanus,1
50.002,oaks Quercus spp.,1
50.002,privets Ligustrum spp.,1
50.002,Wayfaring-tree Viburnum lantana,1
50.002,Rowan Sorbus aucuparia,1
50.002,Apple Malus domestica,1
50.002,Ash Fraxinus excelsior,1
50.002,birches Betula spp.,1
50.002,Pear Pyrus communis,1
50.002,willows Salix spp.,1
50.003, Common Reed Phragmites australis,1
52.001,Raspberry Rubus idaeus,1
52.002,Aspen Populus tremula,1
52.002,Black-poplar Populus nigra,1
52.002, Hybrid Black-poplar Populus x canadensis,1
52.002,Lombardy-poplar Populus nigra,1
52.002, Grey Poplar Populus x canescens,1
52.002, White Poplar Populus alba,1
52.002,willows Salix spp.,1
52.002,balsam-poplars Populus spp.,1
52.002, Siberian Crack-willow Salix acutifolia,1
52.003, Hybrid Salix x fragilis,1
52.003, Goat Willow Salix caprea,1
52.003, Grey Willow Salix cinerea,1
52.003,Black-poplar Populus nigra,1
52.003,Lombardy-poplar Populus nigra,1
52.003,willows Salix spp.,1
52.005, Downy Birch Betula pubescens,1
52.005, Silver Birch Betula pendula,1
52.006,Alder Alnus glutinosa,1
52.006,birches Betula spp.,1
52.007, Downy Birch Betula pubescens,1
52.007, Silver Birch Betula pendula,1
52.007,Alder Alnus glutinosa,1
52.008,Almond Prunus dulcis,1
52.008,Osier Salix viminalis,1
52.008, Creeping Willow Salix repens,1
52.008, Tea-leaved Willow Salix phylicifolia,1
52.008, Goat Willow Salix caprea,1
52.008, Grey Willow Salix cinerea,1
52.009, Goat Willow Salix caprea,1
52.009, Grey Willow Salix cinerea,1
52.01,Guelder-rose Viburnum opulus,1
52.01,Wayfaring-tree Viburnum lantana,1
52.011, Crab Apple Malus sylvestris,1
52.011,Peach Prunus persica,2
52.011,Almond Prunus dulcis,2
52.011,cherries Prunus spp.,2
52.011,Hawthorn Crataegus monogyna,2
52.011,Rowan Sorbus aucuparia,2
52.011,Apple Malus domestica,1
52.011,Pear Pyrus communis,2
52.012, Wych Elm Ulmus glabra,2
52.012, Holm Oak Quercus ilex,2
52.012, Sessile Oak Quercus petraea,2
52.012,Walnut Juglans regia,2
52.012,Beech Fagus sylvatica,2
52.012, Sweet Chestnut Castanea sativa,1
52.012, Pedunculate Oak Quercus robur,1
52.012,cherries Prunus spp.,2
52.012,birches Betula spp.,2
52.012,willows Salix spp.,2
52.013, Red Currant Ribes rubrum,1
52.013,Gooseberry Ribes uva-crispa,1
52.013, Black Currant Ribes nigrum,1
52.014, Common Bird's-foot-trefoil Lotus corniculatus,1
52.014, Horseshoe Vetch Hippocrepis comosa,1
52.014, Kidney Vetch Anthyllis vulneraria,1
52.015, Curled Dock Rumex crispus,1
52.015, Water Dock Rumex hydrolapathum,2
52.015, Common Sorrel Rumex acetosa,1
52.015, Sheep's Sorrel Rumex acetosella,2
52.016,Thrift Armeria maritima,1
53.001,oaks Quercus spp.,2
53.001,Beech Fagus sylvatica,2
53.001, Silver Birch Betula pendula,2
53.001, Pedunculate Oak Quercus robur,1
53.002, Small-leaved Lime Tilia cordata,2
53.002,poplars Populus spp.,2
53.002, Sweet Chestnut Castanea sativa,2
53.002,Beech Fagus sylvatica,1
53.002, Silver Birch Betula pendula,2
53.002, Pedunculate Oak Quercus robur,1
54.001, Common Knapweed Centaurea nigra,1
54.001, Greater Knapweed Centaurea scabiosa,1
54.002, Common Sorrel Rumex acetosa,1
54.002, Sheep's Sorrel Rumex acetosella,1
54.003, Common Rock-rose Helianthemum nummularium,1
54.004, Wild Thyme Thymus drucei,1
54.005, Common Bird's-foot-trefoil Lotus corniculatus,1
54.006,Bilberry Vaccinium myrtillus,2
54.006,Cowberry Vaccinium vitis-idaea,2
54.006,Crowberry Empetrum nigrum,1
54.006,heathers,2
54.007, Meadow Vetchling Lathyrus pratensis,1
54.007, Common Bird's-foot-trefoil Lotus corniculatus,1
54.008, Greater Bird's-foot-trefoil Lotus pedunculatus,2
54.008,clovers Trifolium spp.,2
54.008, Horseshoe Vetch Hippocrepis comosa,2
54.008, Kidney Vetch Anthyllis vulneraria,2
54.008, Common Bird's-foot-trefoil Lotus corniculatus,1
54.009, Red Clover Trifolium pratense,1
54.009, White Clover Trifolium repens,1
54.009,Sainfoin Onobrychis viciifolia,1
54.009,Bitter-vetch Lathyrus linifolius,1
54.009, Greater Bird's-foot-trefoil Lotus pedunculatus,1
54.009, Meadow Vetchling Lathyrus pratensis,1
54.009, Common Bird's-foot-trefoil Lotus corniculatus,1
54.01, Greater Bird's-foot-trefoil Lotus pedunculatus,1
54.01, Common Bird's-foot-trefoil Lotus corniculatus,1
56.003, Wild Angelica Angelica sylvestris,2
56.003,Burnet-saxifrage Pimpinella saxifraga,2
56.003, Wild Carrot Daucus carota,2
56.003, Cow Parsley Anthriscus sylvestris,2
56.003,Fennel Foeniculum vulgare,2
56.003, Hog's Fennel Peucedanum officinale,2
56.003, Garden Parsley Petroselinum crispum,2
56.003,Caraway Carum carvi,2
56.003,Carrot Daucus carota,2
56.003,Dill Anethum graveolens,2
56.003,Milk-parsley Thysselinum palustre,1
56.003,Parsnip Pastinaca sativa,2
57.001, Common Bird's-foot-trefoil Lotus corniculatus,1
57.001, Greater Bird's-foot-trefoil Lotus pedunculatus,2
57.001, Horseshoe Vetch Hippocrepis comosa,2
57.002,Agrimony Agrimonia eupatoria,1
57.002, Wood Avens Geum urbanum,2
57.002,Bramble Rubus fruticosus,2
57.002, Salad Burnet Poterium sanguisorba,2
57.002, Creeping Cinquefoil Potentilla reptans,1
57.002, Barren Strawberry Potentilla sterilis,2
57.002,Tormentil Potentilla erecta,2
57.002,Dog-rose Rosa canina,2
57.002,Raspberry Rubus idaeus,2
57.002, Wild Strawberry Fragaria vesca,1
57.002,Silverweed Potentilla anserina,2
57.004, False Brome Brachypodium sylvaticum,1
57.004, Purple Moor-grass Molinia caerulea,1
57.004,Tor-grass Brachypodium rupestre,1
57.004, Upright Brome Bromopsis erecta,1
57.004,Hairy-brome Bromopsis ramosa,1
57.005,Cock’s-foot Dactylis glomerata,1
57.005, Common Couch Elymus repens,1
57.005, Meadow Foxtail Alopecurus pratensis,1
57.005, Creeping Soft-grass Holcus mollis,1
57.005,Timothy Phleum pratense,1
57.005, Ribbed Melilot Melilotus officinalis,1
57.005, False Brome Brachypodium sylvaticum,1
57.005,Tor-grass Brachypodium rupestre,1
57.006,Yorkshire-fog Holcus lanatus,1
57.006,Cock’s-foot Dactylis glomerata,1
57.006, Creeping Soft-grass Holcus mollis,1
57.006,Timothy Phleum pratense,1
57.006, False Brome Brachypodium sylvaticum,1
57.006, Meadow Foxtail Alopecurus pratensis,1
57.007,Tor-grass Brachypodium rupestre,1
57.008,Sheep’s-fescue Festuca ovina,1
57.009, Wood Small-reed Calamagrostis epigejos,1
57.009, Hairy Wood-rush Luzula pilosa,1
57.009, Common Couch Elymus repens,1
57.009, Red Fescue Festuca rubra,1
57.009, Purple Moor-grass Molinia caerulea,1
57.009,Yorkshire-fog Holcus lanatus,1
57.009,Cock’s-foot Dactylis glomerata,1
57.009, Creeping Soft-grass Holcus mollis,1
57.009,Timothy Phleum pratense,1
57.009, False Brome Brachypodium sylvaticum,1
57.009,Tor-grass Brachypodium rupestre,1
58.001, Tufted Vetch Vicia cracca,1
58.001,Bitter-vetch Lathyrus linifolius,1
58.001, Meadow Vetchling Lathyrus pratensis,1
58.001, Greater Bird's-foot-trefoil Lotus pedunculatus,1
58.001, Common Bird's-foot-trefoil Lotus corniculatus,1
58.002, Meadow Vetchling Lathyrus pratensis,1
58.002, Greater Bird's-foot-trefoil Lotus pedunculatus,2
58.002, Common Bird's-foot-trefoil Lotus corniculatus,2
58.002,Bitter-vetch Lathyrus linifolius,2
58.003,Charlock Sinapis arvensis,2
58.003, Large Bitter-cress Cardamine amara,2
58.003,Water-cress Rorippa officinale,2
58.003,Winter-cress Barbarea vulgaris,2
58.003,Cuckooflower Cardamine pratensis,1
58.003,Dame’s-violet Hesperis matronalis,2
58.003,Honesty Lunaria annua,2
58.003, Garlic Mustard Alliaria petiolata,1
58.003, Hedge Mustard Sisymbrium officinale,2
58.003,Turnip Brassica rapa,2
58.003, Hairy Rock-cress Arabis hirsuta,2
58.003,Weld Reseda luteola,2
58.003, Tower Mustard Turritis glabra,2
58.006,Cabbage Brassica oleracea,1
58.006,Horse-radish Armoracia rusticana,1
58.006,Nasturtium Tropaeolum majus,1
58.006,geraniums Pelargonium spp.,1
58.006,Dame’s-violet Hesperis matronalis,1
58.006,Broccoli Brassica oleracea,1
58.006,Brussels-sprout Brassica oleracea,1
58.007, Wild Cabbage Brassica oleracea,1
58.007, Oil-seed Rape Brassica napus,1
58.007, Hoary Cress Lepidium draba,1
58.007,Flixweed Descurainia sophia,1
58.007, Wild Mignonette Reseda lutea,1
58.007,Cabbage Brassica oleracea,1
58.007,Charlock Sinapis arvensis,1
58.007,Water-cress Rorippa officinale,1
58.007,Horse-radish Armoracia rusticana,1
58.007, Garlic Mustard Alliaria petiolata,1
58.007, Hedge Mustard Sisymbrium officinale,1
58.007,Nasturtium Tropaeolum majus,1
58.007,Spiderflower Tarenaya hassleriana,1
58.008, Hairy Bitter-cress Cardamine hirsuta,1
58.008, Sea Rocket Cakile maritima,1
58.008, Wild Cabbage Brassica oleracea,1
58.008,Cabbage Brassica oleracea,1
58.008,Horse-radish Armoracia rusticana,1
58.008, Garlic Mustard Alliaria petiolata,1
58.008,Nasturtium Tropaeolum majus,1
58.008, Large Bitter-cress Cardamine amara,1
58.008,Winter-cress Barbarea vulgaris,1
58.008,Cuckooflower Cardamine pratensis,1
58.008, Wild Mignonette Reseda lutea,1
58.008,Charlock Sinapis arvensis,1
58.008,Water-cress Rorippa officinale,1
58.008, Hedge Mustard Sisymbrium officinale,1
58.008, Wild Radish Raphanus raphanistrum,1
58.01, Black Medick Medicago lupulina,1
58.01,Lucerne Medicago sativa,1
58.01,clovers Trifolium spp.,1
58.01, Ribbed Melilot Melilotus officinalis,1
58.01, Common Bird's-foot-trefoil Lotus corniculatus,1
58.01, Hairy Bird's-foot-trefoil Lotus subbiflorus,1
58.01, Spotted Medick Medicago arabica,1
58.013,Buckthorn Rhamnus cathartica,1
58.013, Alder Buckthorn Frangula alnus,1
59.002,bents Agrostis spp.,1
59.002, Wavy Hair-grass Avenella flexuosa,1
59.002, Annual Meadow-grass Poa annua,1
59.002, Common Couch Elymus repens,1
59.002,Yorkshire-fog Holcus lanatus,1
59.002,Cock’s-foot Dactylis glomerata,1
59.002, False Brome Brachypodium sylvaticum,1
59.002,Tor-grass Brachypodium rupestre,1
59.003, Creeping Bent Agrostis stolonifera,1
59.003, Tufted Hair-grass Deschampsia cespitosa,1
59.003,meadow-grasses Poa spp.,1
59.003,Tufted-sedge Carex elata,1
59.003, Common Couch Elymus repens,1
59.003,Yorkshire-fog Holcus lanatus,1
59.003,Cock’s-foot Dactylis glomerata,1
59.003, False Brome Brachypodium sylvaticum,1
59.004, Common Cottongrass Eriophorum angustifolium,1
59.004, Hare's-tail Cottongrass Eriophorum vaginatum,1
59.004, Jointed Rush Juncus articulatus,1
59.004, Purple Moor-grass Molinia caerulea,2
59.004, White-beak Sedge Rhynchospora alba,2
59.005,fescues Festuca spp.,1
59.005,Mat-grass Nardus stricta,1
59.005,bents Agrostis spp.,1
59.005,meadow-grasses Poa spp.,1
59.005,Tor-grass Brachypodium rupestre,2
59.005, Crested Dog's-tail Cynosurus cristatus,2
59.007,Mat-grass Nardus stricta,1
59.008, Common Bent Agrostis capillaris,1
59.008, Blue Moor-grass Sesleria caerulea,1
59.008, Sweet Sweet-grass Anthoxanthum odoratum,1
59.008, Tufted Hair-grass Deschampsia cespitosa,1
59.008, Wavy Hair-grass Avenella flexuosa,1
59.008,Sheep’s-fescue Festuca ovina,1
59.008, Purple Moor-grass Molinia caerulea,1
59.009, Wood Millet Milium effusum,1
59.009,Wood-sedge Carex sylvatica,2
59.009, Tufted Hair-grass Deschampsia cespitosa,1
59.009,meadow-grasses Poa spp.,1
59.009, Common Couch Elymus repens,1
59.009,Cock’s-foot Dactylis glomerata,1
59.009, False Brome Brachypodium sylvaticum,1
59.009, Creeping Bent Agrostis stolonifera,1
59.01, Smooth Meadow-grass Poa pratensis,1
59.01,fescues Festuca spp.,1
59.01,bents Agrostis spp.,1
59.01, Common Couch Elymus repens,1
59.01,Cock’s-foot Dactylis glomerata,1
59.01, False Brome Brachypodium sylvaticum,1
59.01, Downy Oat-grass Avenula pubescens,1
59.01,rye-grasses Lolium spp.,1
59.011,fescues Festuca spp.,1
59.011,meadow-grasses Poa spp.,1
59.011, Common Couch Elymus repens,1
59.011,Cock’s-foot Dactylis glomerata,1
59.011,bents Agrostis spp.,1
59.012,Tufted-sedge Carex elata,2
59.012, Red Fescue Festuca rubra,1
59.012,Sheep’s-fescue Festuca ovina,1
59.012,Yorkshire-fog Holcus lanatus,2
59.012,Tor-grass Brachypodium rupestre,1
59.012,Cock’s-foot Dactylis glomerata,2
59.012,Timothy Phleum pratense,2
59.013, Bristle Bent Agrostis curtisii,1
59.013, Early Hair-grass Aira praecox,1
59.013,Marram Ammophila arenaria,1
59.013, Annual Meadow-grass Poa annua,2
59.013, Red Fescue Festuca rubra,1
59.013, Tufted Hair-grass Deschampsia cespitosa,1
59.013,Sheep’s-fescue Festuca ovina,1
59.013, Common Couch Elymus repens,2
59.013, False Brome Brachypodium sylvaticum,2
59.014, Common Dog-violet Viola riviniana,1
59.014, Heath Dog-violet Viola canina,1
59.014, Marsh Violet Viola palustris,1
59.014, Sweet Violet Viola odorata,1
59.014, Wild Pansy Viola tricolor,1
59.015, Common Dog-violet Viola riviniana,1
59.015, Marsh Violet Viola palustris,1
59.017, Sweet Violet Viola odorata,1
59.017, Common Dog-violet Viola riviniana,1
59.019, Hairy Violet Viola hirta,1
59.019, Common Dog-violet Viola riviniana,1
59.019, Marsh Violet Viola palustris,1
59.02, Sweet Violet Viola odorata,1
59.02, Common Dog-violet Viola riviniana,1
59.02, Heath Dog-violet Viola canina,1
59.02, Hairy Violet Viola hirta,1
59.02, Pale Dog-violet Viola lactea,1
59.021,Honeysuckle Lonicera periclymenum,1
59.022,Aspen Populus tremula,2
59.022, White Poplar Populus alba,1
59.022, Hybrid Salix x fragilis,1
59.022, Goat Willow Salix caprea,1
59.022, Grey Willow Salix cinerea,1
59.023, Common Nettle Urtica dioica,1
59.023, Small Nettle Urtica urens,2
59.023,Pellitory-of-the-wall Parietaria judaica,2
59.023,Hop Humulus lupulus,2
59.024, Lesser Burdock Arctium minus,2
59.024,mallows Malva spp.,2
59.024, Carline Thistle Carlina vulgaris,2
59.024, Creeping Thistle Cirsium arvense,1
59.024, Marsh Thistle Cirsium palustre,1
59.024, Spear Thistle Cirsium vulgare,1
59.024, Common Knapweed Centaurea nigra,2
59.024, Greater Knapweed Centaurea scabiosa,2
59.024, Common Nettle Urtica dioica,2
59.024, Globe Artichoke Cynara cardunculus,2
59.024, Greater Burdock Arctium lappa,2
59.024, Common Cudweed Filago germanica,2
59.024, Musk Thistle Carduus nutans,1
59.024,Viper’s-bugloss Echium vulgare,2
59.026, Small Nettle Urtica urens,2
59.026,Hop Humulus lupulus,2
59.026, Common Nettle Urtica dioica,1
59.027, Small Nettle Urtica urens,1
59.027, Common Nettle Urtica dioica,1
59.031,Hazel Corylus avellana,2
59.031, Red Currant Ribes rubrum,2
59.031,Gooseberry Ribes uva-crispa,2
59.031,elms Ulmus spp.,1
59.031, Black Currant Ribes nigrum,2
59.031,Hop Humulus lupulus,1
59.031, Common Nettle Urtica dioica,1
59.031,willows Salix spp.,2
59.033,plantains Plantago spp.,2
59.033, Devil's-bit Scabious Succisa pratensis,1
59.033, Field Scabious Knautia arvensis,1
59.033, Small Scabious Scabiosa columbaria,1
59.033, Marsh Valerian Valeriana dioica,2
59.033,Honeysuckle Lonicera periclymenum,2
59.033, Greater Knapweed Centaurea scabiosa,2
59.033, Wild Teasel Dipsacus fullonum,2
59.034,hawkweeds Hieracium spp.,2
59.034, Buck's-horn Plantain Plantago coronopus,1
59.034, Ribwort Plantain Plantago lanceolata,1
59.034, Sea Plantain Plantago maritima,2
59.034, Sea Beet Beta vulgaris,2
59.036, Lesser Celandine Ficaria verna,2
59.036, Common Cow-wheat Melampyrum pratense,1
59.036,Foxglove Digitalis purpurea,2
59.036, Wood Sage Teucrium scorodonia,2
59.036, Germander Speedwell Veronica chamaedrys,1
59.036,vetches,2
59.036,Yarrow Achillea millefolium,2
59.036, Ribwort Plantain Plantago lanceolata,1
59.036, Ivy-leaved Speedwell Veronica hederifolia,2
60.001,Cowslip Primula veris,1
60.001,Primrose Primula vulgaris,1
61.001, Common Ragwort Jacobaea vulgaris,2
61.001,Fiddle Dock Rumex pulcher,2
61.001, Sheep's Sorrel Rumex acetosella,1
61.001, Common Sorrel Rumex acetosa,1
61.001, Broad-leaved Dock Rumex obtusifolius,1
61.003,Bullace Prunus domestica,1
61.003,Blackthorn Prunus spinosa,1
61.004, Turkey Oak Quercus cerris,1
61.004, Holm Oak Quercus ilex,1
61.004, Sessile Oak Quercus petraea,1
61.004, Pedunculate Oak Quercus robur,1
61.005,Broom Cytisus scoparius,1
61.005,Dogwood Cornus sanguinea,2
61.005,Gorse Ulex europaeus,1
61.005, Dyer's Greenweed Genista tinctoria,1
61.005, Petty Whin Genista anglica,1
61.005, Cross-leaved Heath Erica tetralix,2
61.005,Bilberry Vaccinium myrtillus,1
61.005,Bramble Rubus fruticosus,2
61.005,Buckthorn Rhamnus cathartica,2
61.005, Alder Buckthorn Frangula alnus,2
61.005, Common Rock-rose Helianthemum nummularium,1
61.005, Common Bird's-foot-trefoil Lotus corniculatus,1
61.005, Dwarf Gorse Ulex minor,1
61.006, Wych Elm Ulmus glabra,1
61.006,elms Ulmus spp.,1
61.007, Wild Plum Prunus domestica,1
61.007,Blackthorn Prunus spinosa,1
61.008,Broom Cytisus scoparius,1
61.008,Bladder-senna,1
61.008, Broad-leaved Everlasting-pea Lathyrus latifolius,1
61.008, Narrow-leaved Everlasting-pea Lathyrus sylvestris,1
61.01, Kidney Vetch Anthyllis vulneraria,1
61.012, Wall Cotoneaster Cotoneaster horizontalis,1
61.012,Escallonia Escallonia rubra,1
61.012,gorses Ulex spp.,1
61.012,Heather Calluna vulgaris,1
61.012,Holly Ilex aquifolium,1
61.012, Common Ivy Hedera helix,1
61.012,Dogwood Cornus sanguinea,1
61.012,Lucerne Medicago sativa,1
61.012,Bramble Rubus fruticosus,1
61.012,Raspberry Rubus idaeus,1
61.012, Alder Buckthorn Frangula alnus,1
61.012, Grey Willow Salix cinerea,1
61.013, Wild Marjoram Origanum vulgare,1
61.013, Wild Thyme Thymus drucei,1
61.014, Bell Heath Erica cinerea,1
61.014,restharrows Ononis spp.,2
61.014, Cross-leaved Heath Erica tetralix,1
61.014,Heather Calluna vulgaris,1
61.014,Broom Cytisus scoparius,2
61.014, Common Rock-rose Helianthemum nummularium,1
61.014, Horseshoe Vetch Hippocrepis comosa,1
61.014, Common Bird's-foot-trefoil Lotus corniculatus,1
61.014,gorses Ulex spp.,1
61.015, Common Rock-rose Helianthemum nummularium,1
61.015, Dove's-foot Crane's-bill Geranium molle,1
61.015, Common Stork's-bill Erodium cicutarium,1
61.016, Common Rock-rose Helianthemum nummularium,1
61.018,Bird’s-foot Ornithopus perpusillus,2
61.018, Common Restharrow Ononis repens,2
61.018,Burnet-saxifrage Pimpinella saxifraga,2
61.018, Red Clover Trifolium pratense,2
61.018, White Clover Trifolium repens,2
61.018, Black Medick Medicago lupulina,2
61.018,Yarrow Achillea millefolium,2
61.018, Greater Bird's-foot-trefoil Lotus pedunculatus,2
61.018, Common Bird's-foot-trefoil Lotus corniculatus,1
61.018, Lesser Trefoil Trifolium dubium,2
61.019, Horseshoe Vetch Hippocrepis comosa,1
61.02, Wild Liquorice Astragalus glycyphyllos,2
61.02, White Clover Trifolium repens,2
61.02, Kidney Vetch Anthyllis vulneraria,2
61.02, Horseshoe Vetch Hippocrepis comosa,1
61.02, Common Bird's-foot-trefoil Lotus corniculatus,1
61.02,Bird’s-foot Ornithopus perpusillus,2
61.02, Red Clover Trifolium pratense,2
61.02, Crown Vetch Securigera varia,2
65.001, Downy Birch Betula pubescens,1
65.001, Silver Birch Betula pendula,1
65.002, Sessile Oak Quercus petraea,1
65.002, Silver Birch Betula pendula,1
65.002, Pedunculate Oak Quercus robur,1
65.003,Beech Fagus sylvatica,1
65.005, White Willow Salix alba,2
65.005,oaks Quercus spp.,2
65.005,Aspen Populus tremula,2
65.005,Alder Alnus glutinosa,1
65.005, Downy Birch Betula pubescens,1
65.005, Silver Birch Betula pendula,1
65.006, Small-leaved Lime Tilia cordata,1
65.007, Crab Apple Malus sylvestris,2
65.007,Hawthorn Crataegus monogyna,1
65.007,Rowan Sorbus aucuparia,2
65.007,Bramble Rubus fruticosus,2
65.007,Blackthorn Prunus spinosa,1
65.007,Pear Pyrus communis,2
65.007,birches Betula spp.,2
65.008,Meadowsweet Filipendula ulmaria,1
65.008,Raspberry Rubus idaeus,1
65.008,Bramble Rubus fruticosus,1
65.009,Dewberry Rubus caesius,1
65.009,Hazel Corylus avellana,1
65.009,Hawthorn Crataegus monogyna,1
65.009,Raspberry Rubus idaeus,1
65.009,Bramble Rubus fruticosus,1
65.01,black-poplars Populus nigra,1
65.01, White Poplar Populus alba,1
65.01,Aspen Populus tremula,1
65.011,poplars Populus spp.,2
65.011,Aspen Populus tremula,1
65.012,Alder Alnus glutinosa,1
65.012,birches Betula spp.,1
65.013,Hazel Corylus avellana,2
65.013,oaks Quercus spp.,2
65.013,Alder Alnus glutinosa,2
65.013,birches Betula spp.,1
65.014, Sessile Oak Quercus petraea,1
65.014, Pedunculate Oak Quercus robur,1
65.015, Sessile Oak Quercus petraea,1
65.015, Pedunculate Oak Quercus robur,1
65.016, Downy Birch Betula pubescens,1
65.016, Silver Birch Betula pendula,1
66.001,limes Tilia spp.,1
66.001,Ash Fraxinus excelsior,1
66.001,elms Ulmus spp.,1
66.001,poplars Populus spp.,1
66.001,Blackthorn Prunus spinosa,1
66.001,Hawthorn Crataegus monogyna,1
66.001,oaks Quercus spp.,1
66.001,Aspen Populus tremula,1
66.001,Alder Alnus glutinosa,1
66.001,willows Salix spp.,1
66.001,birches Betula spp.,1
66.002, Bell Heath Erica cinerea,2
66.002, Crab Apple Malus sylvestris,2
66.002,Bilberry Vaccinium myrtillus,2
66.002,Heather Calluna vulgaris,2
66.002,Hazel Corylus avellana,2
66.002,poplars Populus spp.,2
66.002,Blackthorn Prunus spinosa,1
66.002,Hawthorn Crataegus monogyna,1
66.002,oaks Quercus spp.,2
66.002,Bramble Rubus fruticosus,2
66.002,willows Salix spp.,2
66.002,birches Betula spp.,1
66.003, Grey Poplar Populus x canescens,2
66.003,Dog-rose Rosa canina,1
66.003,Gooseberry Ribes uva-crispa,1
66.003, Holm Oak Quercus ilex,2
66.003,Apple Malus domestica,1
66.003,cherries Prunus spp.,1
66.003,cherries Prunus spp.,1
66.003,elms Ulmus spp.,2
66.003,Hazel Corylus avellana,2
66.003,Raspberry Rubus idaeus,1
66.003,Blackthorn Prunus spinosa,1
66.003,Hawthorn Crataegus monogyna,1
66.003,oaks Quercus spp.,2
66.003,Bramble Rubus fruticosus,1
66.003, Silver Birch Betula pendula,2
66.003,willows Salix spp.,2
66.003, Wall Cotoneaster Cotoneaster horizontalis,1
66.003, Shrubby Cinquefoil Dasiphora fruticosa,1
66.004, Sea Campion Silene uniflora,1
66.004,Sea-purslane Atriplex portulacoides,1
66.004, Common Sea-lavender Limonium vulgare,1
66.004, Sea Wormwood Artemisia maritima,1
66.004, Wild Carrot Daucus carota,1
66.004, Curled Dock Rumex crispus,1
66.004, Sea Plantain Plantago maritima,1
66.004,Thrift Armeria maritima,1
66.004,grasses ,1
66.004,willows Salix spp.,1
66.004, Sea Arrowgrass Triglochin maritima,1
66.004,Golden-samphire Limbarda crithmoides,1
66.004, Grass-leaved Orache Atriplex littoralis,1
66.005,Juneberry Amelanchier lamarckii,2
66.005,Spindle Euonymus europaeus,2
66.005,Plum Prunus domestica,2
66.005,Almond Prunus dulcis,2
66.005,Dog-rose Rosa canina,1
66.005,Apple Malus domestica,2
66.005,elms Ulmus spp.,2
66.005, Grey Willow Salix cinerea,2
66.005,Blackthorn Prunus spinosa,1
66.005,Hawthorn Crataegus monogyna,1
66.005,birches Betula spp.,2
66.006, False Oat-grass Arrhenatherum elatius,1
66.006, Tree Lupin Lupinus arboreus,1
66.006, Spiny Restharrow Ononis spinosa,2
66.006, Wild Plum Prunus domestica,2
66.006,Gorse Ulex europaeus,2
66.006,Marram Ammophila arenaria,1
66.006, Creeping Willow Salix repens,1
66.006,clovers Trifolium spp.,2
66.006, Sheep's Sorrel Rumex acetosella,2
66.006,Lucerne Medicago sativa,2
66.006,Thrift Armeria maritima,2
66.006,Broom Cytisus scoparius,2
66.006,Heather Calluna vulgaris,2
66.006, Kidney Vetch Anthyllis vulneraria,2
66.006,Bramble Rubus fruticosus,1
66.006,Blackthorn Prunus spinosa,2
66.006,willows Salix spp.,2
66.006, Common Bird's-foot-trefoil Lotus corniculatus,2
66.006, Ribbed Melilot Melilotus officinalis,2
66.006,Forsythia Forsythia x intermedia,2
66.006, Sickle Medick Medicago sativa,2
66.007,roses Rosa spp.,1
66.007,Sea-buckthorn Hippophae rhamnoides,1
66.007, Common Ivy Hedera helix,1
66.007,Dogwood Cornus sanguinea,1
66.007,Gorse Ulex europaeus,1
66.007,Bilberry Vaccinium myrtillus,1
66.007,Honeysuckle Lonicera periclymenum,1
66.007,Rowan Sorbus aucuparia,1
66.007,Broom Cytisus scoparius,1
66.007,Heather Calluna vulgaris,1
66.007,cherries Prunus spp.,1
66.007,Hazel Corylus avellana,1
66.007,Alder Alnus glutinosa,1
66.007,oaks Quercus spp.,1
66.007,Hawthorn Crataegus monogyna,1
