abh_number,plant_species,hostplant_category
73.249,oaks Quercus spp.,1
73.249,docks Rumex spp.,1
73.249,Heather Calluna vulgaris,1
73.249,Bilberry Vaccinium myrtillus,1
73.249,Alder Alnus glutinosa,1
73.249, Germander Speedwell Veronica chamaedrys,1
73.249,Lilac Syringa vulgaris,1
73.249, Sitka Spruce Picea sitchensis,1
73.25,Hop Humulus lupulus,1
73.25,cherries Prunus spp.,1
73.25,Honeysuckle Lonicera periclymenum,1
73.25, Sweet Chestnut Castanea sativa,1
73.25,elms Ulmus spp.,1
73.25,willows Salix spp.,1
73.25,birches Betula spp.,1
73.25,Blackthorn Prunus spinosa,1
73.25,oaks Quercus spp.,1
73.25,Aspen Populus tremula,1
73.25, Field Maple Acer campestre,1
73.25,Ash Fraxinus excelsior,1
73.25,poplars Populus spp.,1
73.252,Mat-grass Nardus stricta,1
73.252, Wavy Hair-grass Avenella flexuosa,1
73.252,grasses ,1
73.253,Mat-grass Nardus stricta,1
73.253,meadow-grasses Poa spp.,2
73.253,Sheep’s-fescue Festuca ovina,1
73.253,grasses ,1
73.254,Sheep’s-fescue Festuca ovina,1
73.254, Purple Moor-grass Molinia caerulea,1
73.254, Tufted Hair-grass Deschampsia cespitosa,1
73.254,grasses ,1
73.254, Hare's-tail Cottongrass Eriophorum vaginatum,1
73.254, Jointed Rush Juncus articulatus,1
73.254,Mat-grass Nardus stricta,1
73.254,Deergrass Trichophorum germanicum,1
73.254, Heath Rush Juncus squarrosus,1
73.255,Beet Beta vulgaris,1
73.255, Field Bindweed Convolvulus arvensis,1
73.255,oraches Atriplex spp.,1
73.255,goosefoots,1
73.255,Flixweed Descurainia sophia,1
73.255,dandelions Taraxacum spp.,1
73.255,docks Rumex spp.,1
73.255,conifer seedlings ,1
73.255,onions Allium spp.,1
73.256,Bearberry Arctostaphylos uva-ursi,1
73.256,Crowberry Empetrum nigrum,1
73.256,Cowberry Vaccinium vitis-idaea,1
73.256,Bilberry Vaccinium myrtillus,1
73.257, Bell Heath Erica cinerea,1
73.257,Heather Calluna vulgaris,1
73.258,Bearberry Arctostaphylos uva-ursi,1
73.259, Broad-leaved Dock Rumex obtusifolius,1
73.26,plantains Plantago spp.,1
73.26,Bog-myrtle Myrica gale,1
73.26,Honeysuckle Lonicera periclymenum,1
73.26,willows Salix spp.,1
73.26,birches Betula spp.,1
73.26,docks Rumex spp.,1
73.26,Hawthorn Crataegus monogyna,1
73.26,Bilberry Vaccinium myrtillus,1
73.26,grasses ,1
73.261,Primrose Primula vulgaris,1
73.261,dandelions Taraxacum spp.,1
73.261,Honeysuckle Lonicera periclymenum,1
73.261,willows Salix spp.,1
73.261,birches Betula spp.,1
73.261,Blackthorn Prunus spinosa,1
73.261,docks Rumex spp.,1
73.261,Hazel Corylus avellana,1
73.261,Bramble Rubus fruticosus,1
73.261, Pedunculate Oak Quercus robur,1
73.263,knotgrasses Polygonum spp.,1
73.263, Dyer's Greenweed Genista tinctoria,1
73.263,Broom Cytisus scoparius,1
73.263,docks Rumex spp.,1
73.263,Bramble Rubus fruticosus,1
73.263,Redshank Persicaria maculosa,1
73.264,knotgrasses Polygonum spp.,1
73.264,Barberry Berberis vulgaris,1
73.264,Groundsel Senecio vulgaris,1
73.264,Broom Cytisus scoparius,1
73.264, Sweet Chestnut Castanea sativa,1
73.264,hawthorns Crataegus spp.,1
73.264,Honeysuckle Lonicera periclymenum,1
73.264,Apple Malus domestica,1
73.264,willows Salix spp.,1
73.264,birches Betula spp.,1
73.264,Blackthorn Prunus spinosa,1
73.264,oaks Quercus spp.,1
73.264,docks Rumex spp.,1
73.264,Aspen Populus tremula,1
73.264,Potato Solanum tuberosum,1
73.264, Crab Apple Malus sylvestris,1
73.264,Larkspur Consolida ajacis,1
73.265,Bracken Pteridium aquilinum,1
73.265,Bog-myrtle Myrica gale,1
73.265,Broom Cytisus scoparius,1
73.265,willows Salix spp.,1
73.265,birches Betula spp.,1
73.265,oaks Quercus spp.,1
73.265,docks Rumex spp.,1
73.265,Hazel Corylus avellana,1
73.265,Heather Calluna vulgaris,1
73.265, Dyer's Greenweed Genista tinctoria,1
73.265, Wild Angelica Angelica sylvestris,1
73.265,Goldenrod Solidago virgaurea,1
73.265,Gorse Ulex europaeus,1
73.265,Rowan Sorbus aucuparia,1
73.266,knotgrasses Polygonum spp.,1
73.266, Sea Plantain Plantago maritima,1
73.266,goosefoots,1
73.266,dandelions Taraxacum spp.,1
73.266,docks Rumex spp.,1
73.266, Greater Plantain Plantago major,1
73.266, Common Sea-lavender Limonium vulgare,1
73.267,Fat-hen Chenopodium album,1
73.267,Spinach Spinacia oleracea,1
73.267,willowherbs Epilobium spp.,1
73.267,oraches Atriplex spp.,1
73.267,Traveller’s-joy Clematis vitalba,1
73.267,Hop Humulus lupulus,1
73.267, Common Nettle Urtica dioica,1
73.267,willows Salix spp.,1
73.267,Hazel Corylus avellana,1
73.267,Tomato Solanum lycopersicum,1
73.267, Reed Sweet-grass Glyceria maxima,1
73.267,Tamarisk Tamarix gallica,1
73.267, English Elm Ulmus procera,1
73.267,bindweeds,1
73.267,Black-bindweed Fallopia convolvulus,1
73.268, Hedge Bindweed Calystegia sepium,1
73.27,Dahlia Dahlia x hortensis,1
73.27,Butterfly-bush Buddleja davidii,1
73.27, Broad-leaved Dock Rumex obtusifolius,1
73.27, Common Toadflax Linaria vulgaris,1
73.27,Bracken Pteridium aquilinum,1
73.27,larches Larix spp.,1
73.27,Hop Humulus lupulus,1
73.27, Common Nettle Urtica dioica,1
73.27,Broom Cytisus scoparius,1
73.27,willows Salix spp.,1
73.27,Hazel Corylus avellana,1
73.27,Hollyhock Alcea rosea,1
73.27, Field Bindweed Convolvulus arvensis,1
73.27,Elder Sambucus nigra,1
73.27,Barberry Berberis vulgaris,1
73.27, Black Currant Ribes nigrum,1
73.27, Garden Lupin Lupinus polyphyllus,1
73.271,conifers,1
73.271,Sea-buckthorn Hippophae rhamnoides,1
73.271,spruces Picea spp.,1
73.271,Bracken Pteridium aquilinum,1
73.271,larches Larix spp.,1
73.271,Bog-myrtle Myrica gale,1
73.271,Broom Cytisus scoparius,1
73.271,birches Betula spp.,1
73.271,docks Rumex spp.,1
73.271,Heather Calluna vulgaris,1
73.271,Bramble Rubus fruticosus,1
73.271,Bilberry Vaccinium myrtillus,1
73.271,elms Ulmus spp.,1
73.271, Sea Aster Tripolium pannonicum,1
73.271, Marsh Thistle Cirsium palustre,1
73.271, Creeping Thistle Cirsium arvense,1
73.271,pines Pinus spp.,1
73.271, Common Toadflax Linaria vulgaris,1
73.271, Yellow Iris Iris pseudacorus,1
73.271,Dog-rose Rosa canina,1
73.272,knotgrasses Polygonum spp.,1
73.272, Eared Willow Salix aurita,1
73.272,Meadowsweet Filipendula ulmaria,1
73.272, Creeping Willow Salix repens,1
73.272,Bog-myrtle Myrica gale,1
73.272, Grey Willow Salix cinerea,1
73.272,Heather Calluna vulgaris,1
73.272,Bilberry Vaccinium myrtillus,1
73.272,Colt’s-foot Tussilago farfara,1
73.272, Smooth Sowthistle Sonchus oleraceus,1
73.272,Bearberry Arctostaphylos uva-ursi,1
73.272,heaths Erica spp.,1
73.273, Smooth Hawk's-beard Crepis capillaris,1
73.273, Common Chickweed Stellaria media,1
73.273,Knotgrass Polygonum aviculare,1
73.273,dandelions Taraxacum spp.,1
73.273,Mouse-ear-hawkweed Pilosella officinarum,1
73.273,Lucerne Medicago sativa,1
73.274,tobaccos Nicotiana spp.,1
73.274,geraniums Pelargonium spp.,1
73.274,Cabbage Brassica oleracea,1
73.274,goosefoots,1
73.274,willows Salix spp.,1
73.274,birches Betula spp.,1
73.274,oaks Quercus spp.,1
73.274,docks Rumex spp.,1
73.274,Dahlia Dahlia x hortensis,1
73.274,Basil Ocimum basilicum,1
73.275, Sea Rocket Cakile maritima,1
73.275, Sea Sandwort Honckenya peploides,1
73.275, Sand Spurrey Spergularia rubra,1
73.275, Sea Bindweed Calystegia soldanella,1
73.275, Common Chickweed Stellaria media,1
73.275,oraches Atriplex spp.,1
73.275, Sea Campion Silene uniflora,1
73.275, Ribwort Plantain Plantago lanceolata,1
73.275,Flixweed Descurainia sophia,1
73.275,goosefoots,1
73.275,dandelions Taraxacum spp.,1
73.275,docks Rumex spp.,1
73.275, Sea Plantain Plantago maritima,1
73.275, Common Restharrow Ononis repens,1
73.276,Ragged-Robin Silene flos-cuculi,1
73.276, Bladder Campion Silene vulgaris,1
73.276, White Campion Silene latifolia,1
73.276, Red Campion Silene dioica,1
73.276, Sea Campion Silene uniflora,1
73.277, Sea Campion Silene uniflora,1
73.278, Rock Sea-spurrey Spergularia rupicola,1
73.278, Sea Campion Silene uniflora,1
73.278, Sand Spurrey Spergularia rubra,1
73.279, Prickly Lettuce Lactuca serriola,1
73.279,sowthistles Sonchus spp.,1
73.279, Smooth Hawk's-beard Crepis capillaris,1
73.279,hawk’s-beards Crepis spp.,1
73.279,hawkweeds Hieracium spp.,1
73.279,oxtongues,1
73.28, Garden Lettuce Lactuca sativa,1
73.28,sowthistles Sonchus spp.,1
73.28, Wall Lettuce Mycelis muralis,1
73.28, Prickly Lettuce Lactuca serriola,1
73.28, Smooth Hawk's-beard Crepis capillaris,1
73.28, Great Lettuce Lactuca virosa,1
73.28, Bristly Oxtongue Helminthotheca echioides,1
73.281,Sweet-William Dianthus barbatus,1
73.281,Ragged-Robin Silene flos-cuculi,1
73.281, Bladder Campion Silene vulgaris,1
73.281, White Campion Silene latifolia,1
73.281, Red Campion Silene dioica,1
73.281, Night-flowering Catchfly Silene noctiflora,1
73.281,Soapworts Saponaria officinalis,1
73.282,Sweet-William Dianthus barbatus,1
73.282, Bladder Campion Silene vulgaris,1
73.283,pinks Dianthus spp.,1
73.283, Rock Sea-spurrey Spergularia rupicola,1
73.283, Nottingham Catchfly silene nutans,1
73.283,Sweet-William Dianthus barbatus,1
73.283, White Campion Silene latifolia,1
73.283, Bladder Campion Silene vulgaris,1
73.283, Sea Campion Silene uniflora,1
73.283, Moss Campion Silene acaulis,1
73.283,Ragged-Robin Silene flos-cuculi,1
73.283, Red Campion Silene dioica,1
73.284, Nottingham Catchfly silene nutans,1
73.285, Bladder Campion Silene vulgaris,1
73.285, Sea Campion Silene uniflora,1
73.286,pinks Dianthus spp.,1
73.286, Rock Sea-spurrey Spergularia rupicola,1
73.286,Sweet-William Dianthus barbatus,1
73.286, Nottingham Catchfly silene nutans,1
73.286, White Campion Silene latifolia,1
73.286, Bladder Campion Silene vulgaris,1
73.286, Sea Campion Silene uniflora,1
73.288, Field Wood-rush Luzula campestris,1
73.288, Hairy Wood-rush Luzula pilosa,1
73.288,Cock’s-foot Dactylis glomerata,1
73.288,grasses ,1
73.288, Common Bent Agrostis capillaris,1
73.288, Wood Meadow-grass Poa nemoralis,1
73.288, Sweet Sweet-grass Anthoxanthum odoratum,1
73.288, Creeping Soft-grass Holcus mollis,1
73.288, Carnation Sedge Carex panicea,1
73.289, Reed Canary-grass Phalaris arundinacea,1
73.289, Common Reed Phragmites australis,1
73.289,grasses ,1
73.289, Purple Moor-grass Molinia caerulea,1
73.29, Common Couch Elymus repens,1
73.29,Cock’s-foot Dactylis glomerata,1
73.29,grasses ,1
73.29, Red Fescue Festuca rubra,1
73.291, Annual Meadow-grass Poa annua,1
73.291, Common Couch Elymus repens,1
73.291, Tufted Hair-grass Deschampsia cespitosa,1
73.291,Cock’s-foot Dactylis glomerata,1
73.291,grasses ,1
73.292, Common Saltmarsh-grass Puccinellia maritima,1
73.293, Field Wood-rush Luzula campestris,1
73.293, Common Reed Phragmites australis,1
73.293, Annual Meadow-grass Poa annua,1
73.293, Tufted Hair-grass Deschampsia cespitosa,1
73.293,Cock’s-foot Dactylis glomerata,1
73.293,grasses ,1
73.293, Hairy Wood-rush Luzula pilosa,1
73.293,Tufted-sedge Carex elata,1
73.294, Reed Canary-grass Phalaris arundinacea,1
73.294, Common Reed Phragmites australis,1
73.295, Annual Meadow-grass Poa annua,1
73.295,Cock’s-foot Dactylis glomerata,1
73.295,grasses ,1
73.297,Cock’s-foot Dactylis glomerata,1
73.297,grasses ,1
73.297, Common Couch Elymus repens,1
73.298,meadow-grasses Poa spp.,1
73.298, Common Chickweed Stellaria media,1
73.298,plantains Plantago spp.,1
73.298,Cock’s-foot Dactylis glomerata,1
73.298,dandelions Taraxacum spp.,1
73.298,grasses ,1
73.298, Tall Fescue Schedonorus arundinaceus,1
73.299,Marram Ammophila arenaria,1
73.3,Marram Ammophila arenaria,1
73.301,Cock’s-foot Dactylis glomerata,1
73.301,grasses ,1
73.302, Common Reed Phragmites australis,1
73.303,grasses ,1
73.304,grasses ,1
73.305, Common Reed Phragmites australis,1
73.306,Bilberry Vaccinium myrtillus,1
73.306, Heath Bedstraw Galium saxatile,1
73.307,lettuces Lactuca spp.,1
73.307,Cabbage Brassica oleracea,1
73.307,clovers Trifolium spp.,1
73.307,plantains Plantago spp.,1
73.307,dandelions Taraxacum spp.,1
73.307,docks Rumex spp.,1
73.307, Oil-seed Rape Brassica napus,1
73.307,tobaccos Nicotiana spp.,1
73.307, Small Nettle Urtica urens,1
73.308, Sea Bindweed Calystegia soldanella,1
73.308, Common Chickweed Stellaria media,1
73.308, Creeping Willow Salix repens,1
73.308, Tree Lupin Lupinus arboreus,1
73.308,restharrows Ononis spp.,1
73.308, Sea Wormwood Artemisia maritima,1
73.308,Marram Ammophila arenaria,1
73.308, Common Bird's-foot-trefoil Lotus corniculatus,1
73.308, Rush-leaved Fescue Festuca arenaria,1
73.311, Sea Sandwort Honckenya peploides,1
73.311,violets Viola spp.,1
73.311,Hound’s-tongue Cynoglossum officinale,1
73.311, Sand Couch Elymus junceiformis,1
73.311, Early Hair-grass Aira praecox,1
73.311, Sticky Mouse-ear Cerastium glomeratum,1
73.311, Sea Spurge Euphorbia paralias,1
73.312, Lady's Bedstraw Galium verum,1
73.312, Common Rock-rose Helianthemum nummularium,1
73.313, Common Chickweed Stellaria media,1
73.313, Lady's Bedstraw Galium verum,1
73.313, Hedge Bedstraw Galium album,1
73.313, Corn Spurrey Spergula arvensis,1
73.313,mouse-ears Cerastium spp.,1
73.314,clovers Trifolium spp.,1
73.314,plantains Plantago spp.,1
73.314,docks Rumex spp.,1
73.314,Hogweed Heracleum sphondylium,1
73.316, Wild Thyme Thymus drucei,1
73.317,conifers,1
73.317, Common Chickweed Stellaria media,1
73.317,plantains Plantago spp.,1
73.317,docks Rumex spp.,1
73.317,goosefoots,1
73.319,larches Larix spp.,1
73.319,firs Abies spp.,1
73.319,spruces Picea spp.,1
73.319, Douglas Fir Pseudotsuga menziesii,1
73.32,Fat-hen Chenopodium album,1
73.32,mulleins Verbascum spp.,1
73.32,docks Rumex spp.,1
73.32,knotgrasses Polygonum spp.,1
73.32, Wild Carrot Daucus carota,1
73.32,clovers Trifolium spp.,1
73.322,bedstraws Galium spp.,1
73.322,stitchworts Stellaria spp.,1
73.322,grasses ,1
73.322, Sea Sandwort Honckenya peploides,1
73.323,Hound’s-tongue Cynoglossum officinale,1
73.323, Common Orache Atriplex patula,1
73.323,Sea-purslane Atriplex portulacoides,1
73.323, Sea Rocket Cakile maritima,1
73.323, Sea Bindweed Calystegia soldanella,1
73.323,Sea-buckthorn Hippophae rhamnoides,1
73.323, Red Goosefoot Oxybasis rubra,1
73.323, Prickly Saltwort Salsola kali,1
73.323, Annual Sea-blite Suaeda maritima,1
73.323,Sea-holly Eryngium maritimum,1
73.323,Sea-milkwort Lysimachia maritima,1
73.324,Thrift Armeria maritima,1
73.325,lettuces Lactuca spp.,1
73.325,Knotgrass Polygonum aviculare,1
73.325,dandelions Taraxacum spp.,1
73.325,docks Rumex spp.,1
73.328,lettuces Lactuca spp.,1
73.328, White Dead-nettle Lamium album,1
73.328,Knotgrass Polygonum aviculare,1
73.328, Hedge Bedstraw Galium album,1
73.328,plantains Plantago spp.,1
73.328, Common Nettle Urtica dioica,1
73.328,dandelions Taraxacum spp.,1
73.328,docks Rumex spp.,1
73.328,Fat-hen Chenopodium album,1
73.328,Hound’s-tongue Cynoglossum officinale,1
73.328,Hop Humulus lupulus,1
73.329, Ribwort Plantain Plantago lanceolata,1
73.329, Common Chickweed Stellaria media,1
73.329,Knotgrass Polygonum aviculare,1
73.329,Groundsel Senecio vulgaris,1
73.329,dandelions Taraxacum spp.,1
73.329,docks Rumex spp.,1
73.329,Beet Beta vulgaris,1
73.329,Woodruff Galium odoratum,1
73.329,lettuces Lactuca spp.,1
73.329, Lady's Bedstraw Galium verum,1
73.331,plantains Plantago spp.,1
73.331,dandelions Taraxacum spp.,1
73.331,willows Salix spp.,1
73.331,birches Betula spp.,1
73.331,Blackthorn Prunus spinosa,1
73.331,docks Rumex spp.,1
73.331,Hawthorn Crataegus monogyna,1
73.331,Bramble Rubus fruticosus,1
73.331,Bilberry Vaccinium myrtillus,1
73.332,Foxglove Digitalis purpurea,1
73.332,Hornbeam Carpinus betulus,1
73.332,willows Salix spp.,1
73.332,birches Betula spp.,1
73.332,Blackthorn Prunus spinosa,1
73.332,docks Rumex spp.,1
73.332,Heather Calluna vulgaris,1
73.332,Bramble Rubus fruticosus,1
73.332,Bilberry Vaccinium myrtillus,1
73.332,figworts Scrophularia spp.,1
73.332, Great Wood-rush Luzula sylvatica,1
73.332,Bracken Pteridium aquilinum,1
73.333,Primrose Primula vulgaris,1
73.333,Knotgrass Polygonum aviculare,1
73.333,plantains Plantago spp.,1
73.333,hawthorns Crataegus spp.,1
73.333,Honeysuckle Lonicera periclymenum,1
73.333,willows Salix spp.,1
73.333,birches Betula spp.,1
73.333,Blackthorn Prunus spinosa,1
73.333,docks Rumex spp.,1
73.333,Hazel Corylus avellana,1
73.333,Heather Calluna vulgaris,1
73.333,Bramble Rubus fruticosus,1
73.333,Bilberry Vaccinium myrtillus,1
73.333,violets Viola spp.,1
73.334,Foxglove Digitalis purpurea,1
73.334, Common Chickweed Stellaria media,1
73.334, Creeping Willow Salix repens,1
73.334,plantains Plantago spp.,1
73.334,docks Rumex spp.,1
73.334,Heather Calluna vulgaris,1
73.334,grasses ,1
73.334,dandelions Taraxacum spp.,1
73.336, Common Chickweed Stellaria media,1
73.336,bedstraws Galium spp.,1
73.336,Groundsel Senecio vulgaris,1
73.336,willows Salix spp.,1
73.336,docks Rumex spp.,1
73.336,Bilberry Vaccinium myrtillus,1
73.336, Bog Asphodel Narthecium ossifragum,1
73.336, Heath Spotted-orchid Dactylorhiza maculata,1
73.337, Rosebay Willowherb Chamaenerion angustifolium,1
73.338, Bell Heath Erica cinerea,1
73.338,Heather Calluna vulgaris,1
73.338, Lodgepole Pine Pinus contorta,1
73.341,Sheep’s-fescue Festuca ovina,1
73.341,Primrose Primula vulgaris,1
73.341,grasses ,1
73.341,Harebell Campanula rotundifolia,1
73.341, Purple Saxifrage Saxifraga oppositifolia,1
73.341, Biting Stonecrop Sedum acre,1
73.342,Foxglove Digitalis purpurea,1
73.342,docks Rumex spp.,1
73.342,grasses ,1
73.342, Pot Marigold Calendula officinalis,1
73.342,Spinach Spinacia oleracea,1
73.342,conifers,1
73.342,meadow-grasses Poa spp.,1
73.342,Cabbage Brassica oleracea,1
73.342,Mind-your-own-business Soleirolia soleirolii,1
73.343,dead-nettles Lamium spp.,1
73.343, Broad-leaved Dock Rumex obtusifolius,1
73.343,Cleavers Galium aparine,1
73.343,Primrose Primula vulgaris,1
73.343, Common Nettle Urtica dioica,1
73.343,willows Salix spp.,1
73.343,Blackthorn Prunus spinosa,1
73.343,Hawthorn Crataegus monogyna,1
73.343,Bramble Rubus fruticosus,1
73.343, Field Wood-rush Luzula campestris,1
73.343, Wild Privet Ligustrum vulgare,1
73.343,Sycamore Acer pseudoplatanus,1
73.344,Cowslip Primula veris,1
73.344,Sheep’s-fescue Festuca ovina,1
73.344, Common Chickweed Stellaria media,1
73.344,couches Elymus spp.,1
73.344, Meadow Buttercup Ranunculus acris,1
73.344, Creeping Cinquefoil Potentilla reptans,1
73.344, Reed Canary-grass Phalaris arundinacea,1
73.344, Wavy Hair-grass Avenella flexuosa,1
73.344, Tufted Hair-grass Deschampsia cespitosa,1
73.344,Cock’s-foot Dactylis glomerata,1
73.344, Brown Bent Agrostis vinealis,1
73.345, Broad-leaved Dock Rumex obtusifolius,1
73.345,Bog-myrtle Myrica gale,1
73.345, Common Nettle Urtica dioica,1
73.345,Broom Cytisus scoparius,1
73.345,willows Salix spp.,1
73.345,birches Betula spp.,1
73.345,Blackthorn Prunus spinosa,1
73.345,Hawthorn Crataegus monogyna,1
73.345,Heather Calluna vulgaris,1
73.345,Bramble Rubus fruticosus,1
73.345, Red Valerian Centranthus ruber,1
73.345, Wild Cabbage Brassica oleracea,1
73.345, Common Knapweed Centaurea nigra,1
73.345,Foxglove Digitalis purpurea,1
73.346, White Dead-nettle Lamium album,1
73.346,Primrose Primula vulgaris,1
73.346,hawthorns Crataegus spp.,1
73.346,willows Salix spp.,1
73.346,docks Rumex spp.,1
73.346,Bramble Rubus fruticosus,1
73.346,grasses ,1
73.346, Barren Strawberry Potentilla sterilis,1
73.346, Common Mallow Malva sylvestris,1
73.346, Marsh Valerian Valeriana dioica,1
73.346,Meadowsweet Filipendula ulmaria,1
73.348,Lords-and-Ladies Arum maculatum,1
73.348, Broad-leaved Dock Rumex obtusifolius,1
73.348, White Dead-nettle Lamium album,1
73.348,Primrose Primula vulgaris,1
73.348,stitchworts Stellaria spp.,1
73.348,hawthorns Crataegus spp.,1
73.348,willows Salix spp.,1
73.348,birches Betula spp.,1
73.348,Blackthorn Prunus spinosa,1
73.348,Hazel Corylus avellana,1
73.348,Bramble Rubus fruticosus,1
73.348,grasses ,1
73.348,elms Ulmus spp.,1
73.348, Scentless Mayweed Tripleurospermum inodorum,1
73.348,oraches Atriplex spp.,1
73.35,Primrose Primula vulgaris,1
73.35,Bog-myrtle Myrica gale,1
73.35,willows Salix spp.,1
73.35,birches Betula spp.,1
73.35,Blackthorn Prunus spinosa,1
73.35,docks Rumex spp.,1
73.35,Heather Calluna vulgaris,1
73.35,Bramble Rubus fruticosus,1
73.35,Bilberry Vaccinium myrtillus,1
73.351,willows Salix spp.,1
73.351,birches Betula spp.,1
73.351,Blackthorn Prunus spinosa,1
73.351,oaks Quercus spp.,1
73.351,elms Ulmus spp.,1
73.351, Broad-leaved Dock Rumex obtusifolius,1
73.351,hawthorns Crataegus spp.,1
73.352, Dog's Mercury Mercurialis perennis,1
73.352,Primrose Primula vulgaris,1
73.352,Honeysuckle Lonicera periclymenum,1
73.352,willows Salix spp.,1
73.352,birches Betula spp.,1
73.352,docks Rumex spp.,1
73.352,Bramble Rubus fruticosus,1
73.352,Bilberry Vaccinium myrtillus,1
73.352,Alder Alnus glutinosa,1
73.352,Knotgrass Polygonum aviculare,1
73.353, Common Chickweed Stellaria media,1
73.353,Primrose Primula vulgaris,1
73.353,Bog-myrtle Myrica gale,1
73.353, Common Nettle Urtica dioica,1
73.353,willows Salix spp.,1
73.353,birches Betula spp.,1
73.353,Blackthorn Prunus spinosa,1
73.353,docks Rumex spp.,1
73.353,Hawthorn Crataegus monogyna,1
73.353,Bramble Rubus fruticosus,1
73.353,Bilberry Vaccinium myrtillus,1
73.353,dandelions Taraxacum spp.,1
73.353, Red Dead-nettle Lamium purpureum,1
73.353, Bird Cherry Prunus padus,1
73.353,heathers,1
73.353,Hornbeam Carpinus betulus,1
73.353,roses Rosa spp.,1
73.354, Cow Parsley Anthriscus sylvestris,1
73.354,Cleavers Galium aparine,1
73.354,Primrose Primula vulgaris,1
73.354, Common Nettle Urtica dioica,1
73.354,Bramble Rubus fruticosus,1
73.354,Lords-and-Ladies Arum maculatum,1
73.354, Dog's Mercury Mercurialis perennis,1
73.354, Creeping Buttercup Ranunculus repens,1
73.354,Oxlip Primula elatior,1
73.355, Bell Heath Erica cinerea,1
73.355,Bog-myrtle Myrica gale,1
73.355, Grey Willow Salix cinerea,1
73.355,Heather Calluna vulgaris,1
73.355,Cowberry Vaccinium vitis-idaea,1
73.355, Cross-leaved Heath Erica tetralix,1
73.356, Bell Heath Erica cinerea,1
73.356,Heather Calluna vulgaris,1
73.357,Crowberry Empetrum nigrum,1
73.357,Cleavers Galium aparine,1
73.357, White Dead-nettle Lamium album,1
73.357, Common Chickweed Stellaria media,1
73.357, Creeping Willow Salix repens,1
73.357, Hedge Bedstraw Galium album,1
73.357,plantains Plantago spp.,1
73.357,docks Rumex spp.,1
73.357,Hawthorn Crataegus monogyna,1
73.357,Bilberry Vaccinium myrtillus,1
73.357, Annual Meadow-grass Poa annua,1
73.357,oaks Quercus spp.,1
73.357,grasses ,1
73.358,Bluebell Hyacinthoides non-scripta,1
73.358,Bramble Rubus fruticosus,1
73.358, Water Figwort Scrophularia auriculata,1
73.358, Ribwort Plantain Plantago lanceolata,1
73.358, Hedge Bedstraw Galium album,1
73.359,willowherbs Epilobium spp.,1
73.359, Creeping Willow Salix repens,1
73.359,Groundsel Senecio vulgaris,1
73.359,plantains Plantago spp.,1
73.359, Common Nettle Urtica dioica,1
73.359,docks Rumex spp.,1
73.359,Bilberry Vaccinium myrtillus,1
73.359,dandelions Taraxacum spp.,1
73.359, Garden Lettuce Lactuca sativa,1
73.359,mulleins Verbascum spp.,1
73.359,burdocks Arctium spp.,1
73.359,Flixweed Descurainia sophia,1
73.359, White Dead-nettle Lamium album,1
73.359, Common Chickweed Stellaria media,1
73.36,Primrose Primula vulgaris,1
73.36,Honeysuckle Lonicera periclymenum,1
73.36,willows Salix spp.,1
73.36,birches Betula spp.,1
73.36,Blackthorn Prunus spinosa,1
73.36,docks Rumex spp.,1
73.36,Hawthorn Crataegus monogyna,1
73.36,Hazel Corylus avellana,1
73.36,Bramble Rubus fruticosus,1
73.36,dandelions Taraxacum spp.,1
73.36,Dogwood Cornus sanguinea,1
73.361,Raspberry Rubus idaeus,1
73.361,Primrose Primula vulgaris,1
73.361,plantains Plantago spp.,1
73.361,birches Betula spp.,1
73.361,Blackthorn Prunus spinosa,1
73.361,docks Rumex spp.,1
73.361,Hawthorn Crataegus monogyna,1
73.361,Hazel Corylus avellana,1
73.361,Bramble Rubus fruticosus,1
73.361,buttercups Ranunculus spp.,1
73.361, Wood Spurge Euphorbia amygdaloides,1
73.361,forget-me-nots Myosotis spp.,1
73.361, Cow Parsley Anthriscus sylvestris,1
73.361,Traveller’s-joy Clematis vitalba,1
73.361,willows Salix spp.,1
73.361,dandelions Taraxacum spp.,1
73.362, Bell Heath Erica cinerea,1
73.362,Heather Calluna vulgaris,1
73.362,Bilberry Vaccinium myrtillus,1
73.363,Crowberry Empetrum nigrum,1
73.364,Bilberry Vaccinium myrtillus,1
73.364,cottongrasses Eriophorum spp.,1
73.364,Crowberry Empetrum nigrum,1
73.364,Bog-myrtle Myrica gale,1
73.364,Bog-rosemary Andromeda polifolia,1
73.365, Creeping Willow Salix repens,1
73.365,birches Betula spp.,1
73.365,docks Rumex spp.,1
73.365,Heather Calluna vulgaris,1
73.365,Bluebell Hyacinthoides non-scripta,1
73.365,Sheep’s-fescue Festuca ovina,1
73.365,bedstraws Galium spp.,1
73.365, Bell Heath Erica cinerea,1
73.365,plantains Plantago spp.,1
73.365,Broom Cytisus scoparius,1
73.365, Common Vetch Vicia sativa,1
73.366,dead-nettles Lamium spp.,1
73.366, Sheep's Sorrel Rumex acetosella,1
73.366,Cowslip Primula veris,1
73.366, Common Sorrel Rumex acetosa,1
73.366,stitchworts Stellaria spp.,1
73.366,Primrose Primula vulgaris,1
73.366, Common Nettle Urtica dioica,1
73.366,docks Rumex spp.,1
73.367, Eared Willow Salix aurita,1
73.367,birches Betula spp.,1
73.367,Heather Calluna vulgaris,1
73.367,Bilberry Vaccinium myrtillus,1
73.368,Pear Pyrus communis,1
